ئافرىقا	Afrika
ئىراق ۋە شام ئىسلام دۆلىتى	Islamitische Staat (in Irak en de Levant)
پوزىترونىك مىڭە	Positronisch brein
پۇشتۇ مىللىتى	Pathanen
يەسۈ مۆڭكە	Yesü Möngke
گېئورگى بۇچنېر ئەدەبىيات مۇكاپاتى	Georg-Büchner-Preis
مۇباراك شاھ	Mubarak Shah
كېسەل	Kuit (anatomie)
بىنەپشە رەڭ	Paars
Ördek	Eenden
قېلىپ:Tl	Sjabloon:Tl
قېلىپ:Userbox	Sjabloon:Gebruikersbox
Wikipedia:Administrators	Wikipedia:Moderator
تۈر:جۇڭخۇا مىللەتلىرى	Categorie:Volk in China
مىسىر	Egypte (land)
قېلىپ:Bot	Sjabloon:Bot
كانادا	Canada
قېلىپ:Flagicon	Sjabloon:Vlagland
قېلىپ:Documentation	Sjabloon:Sjabdoc
قېلىپ:Softredirect	Sjabloon:Softredirect
قېلىپ:Delete	Sjabloon:Nuweg
تۈر:تىل	Categorie:Taal
Wikipedia:General disclaimer	Wikipedia:Vrijwaringsclausule
قېلىپ:Navbox	Sjabloon:Navigatie
قېلىپ:Tnavbar	Sjabloon:Tnavbar
قېلىپ:Babel	Sjabloon:Babel
قېلىپ:Commons	Sjabloon:Commons
قېلىپ:Reflist	Sjabloon:References
قېلىپ:Stub	Sjabloon:Beginnetje
قېلىپ:User az	Sjabloon:Gebruiker az
قېلىپ:User de	Sjabloon:Gebruiker de
قېلىپ:User de-1	Sjabloon:Gebruiker de-1
قېلىپ:User es	Sjabloon:Gebruiker es
قېلىپ:User de-3	Sjabloon:Gebruiker de-3
قېلىپ:User en-3	Sjabloon:Gebruiker en-3
قېلىپ:User en-1	Sjabloon:Gebruiker en-1
قېلىپ:User en-2	Sjabloon:Gebruiker en-2
قېلىپ:User en-4	Sjabloon:Gebruiker en-4
قېلىپ:User en	Sjabloon:Gebruiker en
قېلىپ:User de-2	Sjabloon:Gebruiker de-2
قېلىپ:User es-1	Sjabloon:Gebruiker es-1
قېلىپ:User fr-1	Sjabloon:Gebruiker fr-1
قېلىپ:User ja-4	Sjabloon:Gebruiker ja-4
قېلىپ:User sk	Sjabloon:Gebruiker sk
قېلىپ:User tr-2	Sjabloon:Gebruiker tr-2
قېلىپ:User tr	Sjabloon:Gebruiker tr
قېلىپ:User ja	Sjabloon:Gebruiker ja
قېلىپ:User ja-1	Sjabloon:Gebruiker ja-1
قېلىپ:User fr	Sjabloon:Gebruiker fr
قېلىپ:Location map/Info	Sjabloon:Positiekaart/info
قېلىپ:Mod	Sjabloon:Modulo
قېلىپ:Welcome	Sjabloon:Hola
تۈر:User fr-1	Categorie:Wikipedia:Gebruiker fr-1
قېلىپ:ئافرىقا	Sjabloon:Navigatie landen Afrika
تۈر:User en-4	Categorie:Wikipedia:Gebruiker en-4
تۈر:User en	Categorie:Wikipedia:Gebruiker en
تۈر:User zh	Categorie:Wikipedia:Gebruiker zh
تۈر:User zh-N	Categorie:Wikipedia:Gebruiker zh-M
تۈر:User en-2	Categorie:Wikipedia:Gebruiker en-2
قېلىپ:Infobox	Sjabloon:Infobox generiek
قېلىپ:ئىراننىڭ ۋىلايەتلىرى	Sjabloon:Navigatie provincies Iran
قېلىپ:User zh	Sjabloon:Gebruiker zh
قېلىپ:Legend	Sjabloon:Legenda
قېلىپ:User ru	Sjabloon:Gebruiker ru
تۈر:دۆلەت	Categorie:Staat
قېلىپ:IPA	Sjabloon:IPA
قېلىپ:ئوكيانىيە	Sjabloon:Navigatie landen en gebieden Oceanië
قېلىپ:جۇڭخۇا خەلق جۇمھۇرىيىتى	Sjabloon:Navigatie bestuurlijke indeling China
قېلىپ:Provinces of Uzbekistan	Sjabloon:Navigatie provincies Oezbekistan
قېلىپ:ياپونىيە	Sjabloon:Navigatie bestuurlijke indeling Japan
تۈر:User ja-N	Categorie:Wikipedia:Gebruiker ja-M
قېلىپ:رۇسىيە	Sjabloon:Navigatie deelgebieden Rusland
قېلىپ:Infobox person	Sjabloon:Infobox persoon
قېلىپ:ياۋروپا	Sjabloon:Navigatie landen Europa
تۈر:User az	Categorie:Wikipedia:Gebruiker az
تۈر:User sk	Categorie:Wikipedia:Gebruiker sk
تۈر:User fr	Categorie:Wikipedia:Gebruiker fr
تۈر:User ja	Categorie:Wikipedia:Gebruiker ja
تۈر:User mn	Categorie:Wikipedia:Gebruiker mn
تۈر:User az-3	Categorie:Wikipedia:Gebruiker az-3
تۈر:User fr-3	Categorie:Wikipedia:Gebruiker fr-3
تۈر:User ja-3	Categorie:Wikipedia:Gebruiker ja-3
تۈر:User tr-3	Categorie:Wikipedia:Gebruiker tr-3
تۈر:User tr-1	Categorie:Wikipedia:Gebruiker tr-1
تۈر:User fr-4	Categorie:Wikipedia:Gebruiker fr-4
تۈر:User fr-2	Categorie:Wikipedia:Gebruiker fr-2
تۈر:User ja-2	Categorie:Wikipedia:Gebruiker ja-2
تۈر:User kk-2	Categorie:Wikipedia:Gebruiker kk-2
تۈر:User tr-2	Categorie:Wikipedia:Gebruiker tr-2
تۈر:User ko-N	Categorie:Wikipedia:Gebruiker ko-M
تۈر:User fr-N	Categorie:Wikipedia:Gebruiker fr-M
تۈر:User ru-N	Categorie:Wikipedia:Gebruiker ru-M
تۈر:User fr-5	Categorie:Wikipedia:Gebruiker fr-5
تۈر:User az-1	Categorie:Wikipedia:Gebruiker az-1
تۈر:User az-2	Categorie:Wikipedia:Gebruiker az-2
تۈر:User az-4	Categorie:Wikipedia:Gebruiker az-4
تۈر:User az-N	Categorie:Wikipedia:Gebruiker az-M
تۈر:User sk-N	Categorie:Wikipedia:Gebruiker sk-M
تۈر:User de	Categorie:Wikipedia:Gebruiker de
تۈر:User de-2	Categorie:Wikipedia:Gebruiker de-2
تۈر:User de-3	Categorie:Wikipedia:Gebruiker de-3
تۈر:User de-4	Categorie:Wikipedia:Gebruiker de-4
تۈر:User de-N	Categorie:Wikipedia:Gebruiker de-M
شىراز	Shiraz (Iran)
تۈر:User en-3	Categorie:Wikipedia:Gebruiker en-3
تۈر:User en-N	Categorie:Wikipedia:Gebruiker en-M
تۈر:User es	Categorie:Wikipedia:Gebruiker es
تۈر:User es-1	Categorie:Wikipedia:Gebruiker es-1
تۈر:User es-N	Categorie:Wikipedia:Gebruiker es-M
تۈر:User ja-1	Categorie:Wikipedia:Gebruiker ja-1
تۈر:User kk	Categorie:Wikipedia:Gebruiker kk
تۈر:User kk-N	Categorie:Wikipedia:Gebruiker kk-M
تۈر:User ko	Categorie:Wikipedia:Gebruiker ko
تۈر:User ko-3	Categorie:Wikipedia:Gebruiker ko-3
تۈر:User ky	Categorie:Wikipedia:Gebruiker ky
تۈر:User ru-1	Categorie:Wikipedia:Gebruiker ru-1
تۈر:User mn-1	Categorie:Wikipedia:Gebruiker mn-1
قېلىپ:Table Greekletters	Sjabloon:Zijbalk Grieks alfabet
قېلىپ:User ru-2	Sjabloon:Gebruiker ru-2
تۈر:User ru	Categorie:Wikipedia:Gebruiker ru
تۈر:User tk	Categorie:Wikipedia:Gebruiker tk
تۈر:User tr	Categorie:Wikipedia:Gebruiker tr
تۈر:User tr-4	Categorie:Wikipedia:Gebruiker tr-4
تۈر:User tr-N	Categorie:Wikipedia:Gebruiker tr-M
تۈر:User ug	Categorie:Wikipedia:Gebruiker ug
تۈر:User ug-1	Categorie:Wikipedia:Gebruiker ug-1
تۈر:User uz	Categorie:Wikipedia:Gebruiker uz
ۋىكىپېدىيە:ھۆججەت ئىشلىتىش پىرىنسىپى	Wikipedia:Beleid voor gebruik van media
قېلىپ:Infobox City Japan	Sjabloon:Infobox plaats in Japan
تۈر:ۋىتامىنلار	Categorie:Vitamine
قېلىپ:User ru-1	Sjabloon:Gebruiker ru-1
قېلىپ:User tr-1	Sjabloon:Gebruiker tr-1
قېلىپ:User tr-3	Sjabloon:Gebruiker tr-3
قېلىپ:User uz	Sjabloon:Gebruiker uz
قېلىپ:User zh-1	Sjabloon:Gebruiker zh-1
قېلىپ:User zh-2	Sjabloon:Gebruiker zh-2
قېلىپ:User zh-3	Sjabloon:Gebruiker zh-3
قېلىپ:User zh-4	Sjabloon:Gebruiker zh-4
تۈر:User zh-1	Categorie:Wikipedia:Gebruiker zh-1
تۈر:User zh-4	Categorie:Wikipedia:Gebruiker zh-4
تۈر:User zh-3	Categorie:Wikipedia:Gebruiker zh-3
تۈر:User zh-2	Categorie:Wikipedia:Gebruiker zh-2
تۈر:خىمىيىۋى ئېلېمېنت	Categorie:Chemisch element
تۈر:لېكسىكولوگىيە	Categorie:Lexicologie
تۈر:ئۆزبېكىستان	Categorie:Oezbekistan
تۈر:ئاتوم يادرو فىزىكىسى	Categorie:Kernfysica
ئەينەك تالا	Glasvezelversterkte kunststof
سەۋزە	Wortel (groente)
تۈر:جۇڭخۇا خەلق جۇمھۇرىيىتى	Categorie:Volksrepubliek China
تۈر:ئېتمولوگىيە	Categorie:Etymologie
قېلىپ:User ug-1	Sjabloon:Gebruiker ug-1
قېلىپ:جۇڭگودىكى مىللەتلەر	Sjabloon:Navigatie volkeren China
قېلىپ:User mn-1	Sjabloon:Gebruiker mn-1
تۈر:بىيولوگ	Categorie:Bioloog
تراگۇلۇس بۇغىسى	Dwergherten
تۈر:User en-1	Categorie:Wikipedia:Gebruiker en-1
تۈر:User de-1	Categorie:Wikipedia:Gebruiker de-1
قېلىپ:ئانتروپوتومىيە	Sjabloon:Navigatie uitwendige delen van het menselijk lichaam
ﻗﺎﺭﺍ ﭘﺎﭘﺎﻕ ﻣﯩﻠﻠﯩﺘﻰ	Karapapaken
قېلىپ:شىنجاڭ	Sjabloon:Navigatie autonome regio Sinkiang
تاش	Roche
خوتەن شەھىرى	Hotan
ئالاھىدە:RecentChanges	Speciaal:RecenteWijzigingen
تۈر:User ja-4	Categorie:Wikipedia:Gebruiker ja-4
غاز	Ganzen
